  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1956          22     0.00223  0.00223  0.50   92875     207   92772  4487481  48.32
  1956          23     0.00235  0.00235  0.50   92668     218   92559  4394709  47.42
  1956          24     0.00238  0.00238  0.50   92450     220   92340  4302150  46.53
  1956          25     0.00240  0.00239  0.50   92230     221   92120  4209810  45.64
  1956          26     0.00233  0.00233  0.50   92009     214   91902  4117690  44.75
  1956          27     0.00232  0.00232  0.50   91795     213   91689  4025788  43.86
  1956          28     0.00241  0.00241  0.50   91582     221   91472  3934100  42.96
  1956          29     0.00256  0.00256  0.50   91361     234   91244  3842628  42.06
  1956          30     0.00250  0.00250  0.50   91127     228   91014  3751383  41.17
  1956          31     0.00245  0.00245  0.50   90900     223   90788  3660370  40.27
  1956          32     0.00269  0.00269  0.50   90677     243   90555  3569581  39.37
  1956          33     0.00270  0.00269  0.50   90434     244   90312  3479026  38.47
  1956          34     0.00289  0.00288  0.50   90190     260   90060  3388714  37.57
  1956          35     0.00286  0.00286  0.50   89930     257   89802  3298654  36.68
  1956          36     0.00316  0.00316  0.50   89673     283   89532  3208852  35.78
  1956          37     0.00309  0.00309  0.50   89390     276   89252  3119320  34.90
  1956          38     0.00320  0.00319  0.50   89114     285   88972  3030068  34.00
  1956          39     0.00353  0.00352  0.50   88830     313   88673  2941096  33.11
  1956          40     0.00362  0.00361  0.50   88517     320   88357  2852423  32.22
  1956          41     0.00394  0.00394  0.50   88197     347   88024  2764066  31.34
  1956          42     0.00407  0.00406  0.50   87850     357   87672  2676042  30.46
  1956          43     0.00432  0.00431  0.50   87493     378   87305  2588370  29.58
  1956          44     0.00474  0.00473  0.50   87116     412   86910  2501066  28.71
  1956          45     0.00526  0.00525  0.50   86704     455   86476  2414156  27.84
  1956          46     0.00570  0.00568  0.50   86249     490   86003  2327680  26.99
  1956          47     0.00620  0.00618  0.50   85758     530   85493  2241676  26.14
  1956          48     0.00652  0.00649  0.50   85228     554   84952  2156183  25.30
  1956          49     0.00746  0.00743  0.50   84675     629   84360  2071231  24.46
  1956          50     0.00806  0.00803  0.50   84046     675   83708  1986871  23.64
  1956          51     0.00864  0.00860  0.50   83371     717   83012  1903163  22.83
  1956          52     0.00948  0.00944  0.50   82654     780   82264  1820150  22.02
  1956          53     0.01047  0.01042  0.50   81874     853   81447  1737887  21.23
  1956          54     0.01120  0.01114  0.50   81021     902   80569  1656440  20.44
  1956          55     0.01231  0.01223  0.50   80118     980   79628  1575870  19.67
  1956          56     0.01327  0.01318  0.50   79138    1043   78617  1496242  18.91
  1956          57     0.01431  0.01421  0.50   78095    1109   77540  1417625  18.15
  1956          58     0.01693  0.01679  0.50   76986    1293   76339  1340085  17.41
  1956          59     0.01734  0.01719  0.50   75693    1301   75042  1263746  16.70
  1956          60     0.01939  0.01921  0.50   74392    1429   73677  1188703  15.98
  1956          61     0.02090  0.02069  0.50   72963    1509   72208  1115026  15.28
  1956          62     0.02310  0.02283  0.50   71453    1631   70638  1042818  14.59
  1956          63     0.02537  0.02505  0.50   69822    1749   68947   972180  13.92
  1956          64     0.02820  0.02781  0.50   68073    1893   67126   903233  13.27
  1956          65     0.03048  0.03002  0.50   66180    1987   65187   836106  12.63
  1956          66     0.03360  0.03304  0.50   64193    2121   63133   770920  12.01
  1956          67     0.03691  0.03624  0.50   62072    2250   60947   707787  11.40
  1956          68     0.04067  0.03986  0.50   59823    2385   58630   646839  10.81
  1956          69     0.04701  0.04593  0.50   57438    2638   56119   588209  10.24
  1956          70     0.04885  0.04769  0.50   54800    2613   53493   532090   9.71
  1956          71     0.05634  0.05479  0.50   52187    2859   50757   478597   9.17
  1956          72     0.06188  0.06002  0.50   49327    2961   47847   427840   8.67
  1956          73     0.06644  0.06431  0.50   46366    2982   44876   379993   8.20
  1956          74     0.07467  0.07198  0.50   43385    3123   41823   335117   7.72
  1956          75     0.08256  0.07929  0.50   40262    3192   38666   293294   7.28
  1956          76     0.08881  0.08503  0.50   37070    3152   35493   254628   6.87
  1956          77     0.09914  0.09445  0.50   33917    3204   32316   219135   6.46
  1956          78     0.10641  0.10103  0.50   30714    3103   29162   186819   6.08
  1956          79     0.11597  0.10961  0.50   27611    3026   26098   157657   5.71
  1956          80     0.13066  0.12265  0.50   24584    3015   23077   131559   5.35
  1956          81     0.14153  0.13218  0.50   21569    2851   20144   108482   5.03
  1956          82     0.15320  0.14230  0.50   18718    2664   17386    88339   4.72
  1956          83     0.16976  0.15648  0.50   16055    2512   14799    70952   4.42
  1956          84     0.18953  0.17313  0.50   13542    2345   12370    56154   4.15
  1956          85     0.19247  0.17557  0.50   11198    1966   10215    43783   3.91
  1956          86     0.21570  0.19470  0.50    9232    1797    8333    33569   3.64
  1956          87     0.23419  0.20964  0.50    7434    1559    6655    25236   3.39
  1956          88     0.26565  0.23450  0.50    5876    1378    5187    18580   3.16
  1956          89     0.28892  0.25245  0.50    4498    1136    3930    13394   2.98
  1956          90     0.30017  0.26100  0.50    3362     878    2924     9463   2.81
  1956          91     0.33081  0.28386  0.50    2485     705    2132     6540   2.63
  1956          92     0.38158  0.32045  0.50    1780     570    1494     4408   2.48
  1956          93     0.37031  0.31246  0.50    1209     378    1020     2913   2.41
  1956          94     0.38737  0.32452  0.50     831     270     697     1893   2.28
  1956          95     0.42908  0.35328  0.50     562     198     462     1196   2.13
  1956          96     0.45675  0.37183  0.50     363     135     296      734   2.02
  1956          97     0.48476  0.39019  0.50     228      89     184      438   1.92
  1956          98     0.51294  0.40824  0.50     139      57     111      255   1.83
  1956          99     0.54109  0.42587  0.50      82      35      65      144   1.75
  1956         100     0.56903  0.44299  0.50      47      21      37       79   1.67
  1956         101     0.59659  0.45952  0.50      26      12      20       42   1.60
  1956         102     0.62358  0.47537  0.50      14       7      11       22   1.54
  1956         103     0.64986  0.49049  0.50       7       4       6       11   1.49
  1956         104     0.67529  0.50483  0.50       4       2       3        5   1.44
  1956         105     0.69974  0.51838  0.50       2       1       1        3   1.39
  1956         106     0.72311  0.53109  0.50       1       0       1        1   1.35
  1956         107     0.74532  0.54298  0.50       0       0       0        1   1.32
  1956         108     0.76632  0.55404  0.50       0       0       0        0   1.28
  1956         109     0.78606  0.56428  0.50       0       0       0        0   1.26
  1956         110+    0.80453  1.00000  1.24       0       0       0        0   1.24
  1957           0     0.03995  0.03869  0.19  100000    3869   96858  6539666  65.40
  1957           1     0.00516  0.00515  0.50   96131     495   95884  6442808  67.02
  1957           2     0.00375  0.00374  0.50   95636     358   95457  6346924  66.37
  1957           3     0.00297  0.00297  0.50   95278     283   95137  6251467  65.61
  1957           4     0.00232  0.00232  0.50   94996     220   94886  6156330  64.81
  1957           5     0.00186  0.00186  0.50   94776     176   94688  6061444  63.96
  1957           6     0.00137  0.00137  0.50   94599     129   94535  5966757  63.07
  1957           7     0.00103  0.00103  0.50   94470      97   94422  5872222  62.16
  1957           8     0.00084  0.00084  0.50   94373      80   94333  5777801  61.22
  1957           9     0.00076  0.00076  0.50   94293      72   94257  5683467  60.27
  1957          10     0.00071  0.00071  0.50   94221      67   94188  5589210  59.32
  1957          11     0.00054  0.00054  0.50   94155      51   94129  5495022  58.36
  1957          12     0.00063  0.00063  0.50   94104      60   94074  5400892  57.39
  1957          13     0.00067  0.00067  0.50   94044      63   94013  5306818  56.43
  1957          14     0.00069  0.00069  0.50   93981      64   93949  5212805  55.47
  1957          15     0.00079  0.00079  0.50   93917      74   93880  5118857  54.50
  1957          16     0.00105  0.00105  0.50   93843      98   93793  5024977  53.55
  1957          17     0.00119  0.00119  0.50   93744     111   93689  4931183  52.60
  1957          18     0.00143  0.00143  0.50   93633     134   93566  4837495  51.66
  1957          19     0.00179  0.00178  0.50   93499     167   93415  4743929  50.74
  1957          20     0.00187  0.00187  0.50   93332     175   93245  4650514  49.83
  1957          21     0.00198  0.00197  0.50   93157     184   93065  4557269  48.92
  1957          22     0.00219  0.00219  0.50   92973     203   92872  4464203  48.02
  1957          23     0.00235  0.00235  0.50   92770     218   92661  4371331  47.12
  1957          24     0.00242  0.00242  0.50   92552     224   92440  4278670  46.23
  1957          25     0.00232  0.00231  0.50   92328     214   92222  4186230  45.34
  1957          26     0.00232  0.00232  0.50   92115     213   92008  4094008  44.44
  1957          27     0.00231  0.00231  0.50   91901     212   91795  4002000  43.55
  1957          28     0.00236  0.00235  0.50   91689     216   91581  3910205  42.65
  1957          29     0.00245  0.00245  0.50   91473     224   91362  3818623  41.75
  1957          30     0.00253  0.00252  0.50   91250     230   91135  3727262  40.85
  1957          31     0.00247  0.00247  0.50   91020     225   90907  3636127  39.95
  1957          32     0.00262  0.00262  0.50   90795     238   90676  3545220  39.05
  1957          33     0.00268  0.00267  0.50   90557     242   90436  3454544  38.15
  1957          34     0.00288  0.00287  0.50   90315     259   90185  3364107  37.25
